generated_description,image_link
"The image satirizes the shift from physical airline tickets to e-tickets. The ""Yes"" side shows a grand, almost celebratory physical ticket, while the ""But"" side depicts a mundane, digital e-ticket, highlighting the perceived loss of grandeur and novelty in modern travel.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_946.jpg
"The humor lies in the contrast between expectations and reality. The ""YES"" panel shows a cat scratching post, while the ""BUT"" panel shows the cat ignoring it and scratching the furniture instead, highlighting a common (and frustrating) cat owner experience.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_215.jpg
"The image is a humorous take on the cat owner's dilemma: buying a scratching post for their cat (""Yes"") but the cat still preferring to scratch the furniture (""But""). It highlights the cat's unpredictable and often destructive behavior despite efforts to provide alternatives.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_511.jpg
"The image is humorous because it plays on the common experience of cat owners. The ""Yes"" side depicts a cat tree (made of rope), which owners buy hoping their cats will use it. The ""But"" side shows a cat scratching furniture, highlighting the reality that cats often ignore their toys in favor of destroying furniture.",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_947.jpg
"The humor lies in the contrast between what humans want and what cats want. Humans might desire an aesthetically pleasing rope arrangement (""Yes, rope!""), but a cat's instinct is to scratch furniture (""But...scratching post!""). It satirizes the clash between human taste and feline behavior.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_948.jpg
"The image is funny because it plays on words. ""Yes"" is paired with a coiled rope (""rope""), and ""But"" is paired with a cat on furniture (""couch""). It's a visual pun: ""Yes rope, but no couch!"" referencing the common phrase ""no way!""
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_949.jpg
"The image is funny because it highlights the common cat behavior of ignoring a scratching post, meant to protect furniture, and instead using furniture as a scratching post. The image juxtaposes the ""Yes"" of the scratching post with the ""But"" of the couch being scratched.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_950.jpg
"The image presents a satirical commentary on human behavior toward animals. The first panel shows a man rescuing a dog from a fire, highlighting care and compassion. The second panel contrasts this by depicting a dog chained to a doghouse, indicating neglect or a lack of genuine care, creating irony and humor.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_216.jpg
"The image satirizes prioritizing pets over their well-being. The ""yes"" side depicts a person rescuing a dog from a fire, emphasizing its importance. The ""but"" side shows the dog still tied to its house, highlighting the disconnect between rescuing the pet and ensuring its long-term freedom and happiness.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_512.jpg
"The image is satirical due to its juxtaposition. The ""yes"" side shows a heroic rescue of a dog from a fire, contrasting with the ""but"" side depicting a dog chained outside a small dog house, highlighting the irony of saving an animal only to restrict its freedom.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_951.jpg
"The humor lies in the prioritization. The left panel shows a shopping cart full of groceries (""YES""), suggesting responsibility. However, the right panel (""BUT"") reveals that the car trunk is dominated by a massive sound system, leaving barely any room for the groceries, thus satirizing misplaced priorities.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_218.jpg
"The image humorously contrasts the idea of responsible grocery shopping (""YES"") with the impractical extreme of filling an entire car trunk with speakers (""BUT""). It satirizes the common desire for excess and the potential consequences of prioritizing entertainment or status over practical needs.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_514.jpg
"The image is a satirical take on consumerism. The ""Yes"" depicts a shopping cart full of household goods. The ""But"" shows a car trunk dominated by a large subwoofer, leaving little space for groceries, suggesting priorities skewed towards entertainment over basic needs.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_515.jpg
"The humor lies in the contrast between the ""YES"" of responsible consumerism (grocery shopping) and the ""BUT"" of excessive consumerism (a car trunk full of speakers). It satirizes the tendency to overspend and prioritize frivolous items over necessities.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_516.jpg
"The image is satirical because it juxtaposes two extremes: a shopping cart overflowing with necessities (""YES"") versus a car trunk filled with expensive sound equipment (""BUT""). It humorously critiques priorities and potential financial mismanagement, suggesting someone might prioritize luxuries over practical needs.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_953.jpg
"The humor comes from the contrast between a full shopping cart (symbolizing buying everything) versus a car trunk with a huge stereo system leaving little space for groceries, implying misplaced priorities on sound over necessities.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_954.jpg
"The image humorously juxtaposes two extremes: a fully loaded shopping cart symbolizing everyday consumerism (""YES""), and a car trunk filled with speakers, suggesting an excessive pursuit of sound or partying (""BUT""). This contrast implies that while basic needs are met, there's also a desire for over-the-top enjoyment, creating a satirical take on modern desires.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_955.jpg
"The image satirizes priorities. ""Yes"" shows a shopping cart full of groceries, representing basic needs. ""But"" depicts a car loaded with subwoofers, implying some people prioritize loud music over essential purchases. This juxtaposition creates humor through unexpected contrast.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_956.jpg
"The humor arises from the visual pun. ""Yes, buy it,"" suggests shopping with a full cart. ""But, car"" implies the potential financial strain of a large purchase impacting your car, referencing car payments or the cost of a car audio system.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_957.jpg
"The cartoon is satirical because it humorously depicts the difference between theoretically correct behavior (""yes,"" parking within the lines) and the reality of how people behave when it inconveniences them (""but,"" disregarding lines to get in the car).
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_219.jpg
"The image is satirical because it humorously highlights the common practice of using recycling bins as regular trash cans. While the ""Yes"" side shows a proper recycling bin, the ""But"" side reveals a trash bag inside, defeating the purpose of recycling.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_221.jpg
"The image satirizes the confusing and often ineffective nature of public recycling systems. While some bins have separate compartments for different recyclables, others require all recyclables to be placed together, and non-recyclables thrown in a separate bin, which can lead to confusion and improper sorting.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_518.jpg
"The image is a play on words. In the left panel, we see just a hat (""yes cap"") and in the right panel, we see a person wearing it (""yes, but"" which sounds like ""yes cap but"").
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_236.jpg
"The image is a play on words. ""Yes cap"" refers to a hat that someone would wear. The ""but cap"" refers to the idea that someone is lying. The image contrasts the literal with a figurative, negative connotation, creating humor through wordplay.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_987.jpg
"The humor lies in the juxtaposition of a fancy cat tree (""YES"") versus a simple cardboard box (""BUT""). It satirizes the cat's preference for the box over an expensive, purpose-built cat toy, highlighting the often unpredictable and simple desires of cats.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_239.jpg
"The image is satirical because it highlights a common cat behavior: buying them an expensive cat tree (""Yes""), only for them to prefer a simple cardboard box (""But""). It humorously mocks the disconnect between what we think cats want and what they actually enjoy.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_533.jpg
"The image is satirical because it plays on the common cat behavior of preferring a simple cardboard box over an expensive cat tree. The text ""YES, BUT"" highlights the owner's intention versus the cat's actual preference, creating humor.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_990.jpg
"The image is satirical because it highlights the potential hypocrisy of vegans. While proudly proclaiming their veganism with a tattoo, the ink used in the tattoo may be derived from animal products, thus undermining their vegan principles.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_253.jpg
"The humor stems from the contradiction. The first image depicts a person who is vegan, while the second shows a researcher extracting tattoo ink in front of what appears to be incinerated animal remains, implying the tattoo ink is not vegan-friendly.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_550.jpg
"The image is satirical because it juxtaposes the perceived purity of veganism with the reality of tattoo ink, which often contains animal products. The ""Yes, Vegan"" arm being altered with a scalpel contrasts with the ""But"" of a scientist holding ""Tattoo Ink"" next to a furnace with bone remains.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1019.jpg
"The image is satirical because it humorously juxtaposes the commitment to physical fitness with a reluctance to exert minimal effort, like taking the stairs instead of the elevator. It pokes fun at the inconsistency in our pursuit of health.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_254.jpg
"The image plays on the common saying ""yes, but..."" by juxtaposing a woman doing a strenuous exercise (lunges with a barbell) with someone lazily pressing an elevator button. It satirizes the irony of choosing convenience over physical activity.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_551.jpg
"The image is funny because it contrasts the dedication required for weightlifting (squats) with the laziness of taking an elevator to the second floor, highlighting the absurdity of avoiding a simple flight of stairs when physically fit.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_552.jpg
"The image presents a satirical take on fitness. ""Yes"" shows a person lifting weights, symbolizing exercise. ""But"" shows a person pressing an elevator button, representing the avoidance of stairs, implying a contradiction between aiming for fitness and taking the easy way.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_553.jpg
"The image is funny because it juxtaposes a woman doing a barbell squat, symbolizing hard work and fitness, with a hand pressing an elevator button, representing laziness or taking the easy way out. It satirizes the contrast between effort and convenience.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1020.jpg
"The humor lies in the juxtaposition of fitness dedication (""YES"") with convenience-seeking behavior (""BUT""). It satirizes the contradiction of someone diligently working out but then taking an elevator to the second floor, highlighting the human tendency to cut corners despite efforts in other areas.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1021.jpg
"The image is a pun. It contrasts a weightlifter doing squats (""yes, she lifts"") with someone pressing the up button in an elevator (""but he lifts""). The humor lies in the word ""lifts"" having two different meanings, creating an unexpected juxtaposition.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1022.jpg
"The humor lies in the contrast. The image implies it's good to do squats, a strenuous exercise. However, the ""BUT"" suggests a preference for taking the elevator instead of the stairs, contradicting the idea of physical exertion and highlighting laziness.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1023.jpg
"The image is funny because it contrasts working out (""Yes"") with taking an elevator (""But""), implying that while exercise is good, some people might opt for the easier route. The image satirizes laziness and the avoidance of physical activity.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1024.jpg
"The image satirizes the common experience of a meticulously organized digital desktop versus a cluttered and messy physical workspace. The ""yes, but"" implies that while someone may appear organized digitally, their real-life environment might tell a different story.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_260.jpg
"The image humorously contrasts the idealized, clean desktop interface with the chaotic reality of a messy workspace. It satirizes the disparity between the organized digital world and the often cluttered physical environments where we interact with technology.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_564.jpg
"The image satirizes the contrast between the promise of productivity (left, icons symbolizing efficiency) and the reality of a chaotic workspace (right, overflowing with junk food and trash), implying that even with the best intentions, work can devolve into a messy, unproductive state.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1033.jpg
"The image is funny/satirical because it contrasts the sleek, organized presentation of a computer interface (""Yes"") with the reality of a cluttered and messy physical workspace (""But""). It humorously highlights the difference between digital perfection and real-world disarray.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1034.jpg
"The image is a humorous commentary on the contrast between the idealized, clean, and organized image of technology (left) and the messy, cluttered reality of how some people actually use it (right). It highlights the irony of pristine digital interfaces existing on top of real-world chaos.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1035.jpg
"The image is humorous because it contrasts the idealized, organized digital desktop with the reality of a messy physical desk. It highlights the dichotomy between how we want our virtual spaces to appear versus the cluttered state of our actual workspaces.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1036.jpg
"The image is a visual pun. ""Yes, but"" is a common phrase, and the image literally represents the phrase with a suitcase (""yes"") and a cobbled path (""buts,"" referring to the individual cobblestones). It's humorous due to the literal interpretation of the expression.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_261.jpg
"The image is humorous because it contrasts the idealized vision of travel (""Yes"") with the reality of navigating cobblestone streets (""But"") with luggage. It's a relatable situation where the romanticized notion of travel is quickly deflated by practical difficulties.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_565.jpg
"The image is a visual pun. ""Yes"" is represented by luggage, implying a trip. ""But"" is shown as a winding path, suggesting a complicated or difficult journey, humorously highlighting the hesitation or challenges that may accompany travel.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1037.jpg
"The humor lies in the pun. The image depicts a ""yes"" suitcase (as in, agrees) and a ""but"" cobbled road (as in, objects). The phrase ""Yes, but..."" is a common way to introduce a contradiction or objection after initially agreeing, creating a humorous juxtaposition with the visuals.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1038.jpg
"The image is a play on words. ""Yes, you can bring a suitcase"" is followed by ""But it will be a bumpy ride."" The juxtaposition of the suitcase with the bumpy road creates humorous irony, suggesting travel won't be smooth despite having luggage.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1039.jpg
"The image uses stark contrasting visuals to represent a humorous take on decision-making. The ""Yes"" side depicts the ease and excitement of travel, while the ""But"" side presents a difficult and uncertain path, implying the unexpected challenges that can arise despite initial enthusiasm.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1040.jpg
"The image satirizes the reality of ""sales"" tactics. The left side shows an abundance of items with the ""Buy 2 get 1 free"" deal, while the right side shows the same deal with barely any product to buy, highlighting the emptiness behind the promotion.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_270.jpg
"The image is funny/satirical because it highlights the discrepancy between attractive marketing (""Buy 2 Get 1 Free"") and the reality of empty shelves/limited stock. The ""Yes"" promises abundance, while the ""But"" shows scarcity, creating an ironic and relatable commentary on consumerism.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_572.jpg
"The image satirizes misleading advertising. The ""Buy 2 Get 1 Free"" deal is appealing, but the second panel shows the shelf nearly empty, implying the offer is only available when hardly any product is in stock, rendering the ""deal"" useless.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1052.jpg
"The image is satirical because it highlights a common frustration: restrooms often provide soap and paper towels (""YES""), but then require you to pull the door open, re-contaminating your hands after washing (""BUT""). It humorously points out a design flaw that undermines hygiene efforts.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_273.jpg
"The image is funny because it contrasts the idealized bathroom aesthetic (""Yes"") with the reality of a public restroom door that requires you to pull even though it seemingly should be pushed (""But""). It satirizes the disconnect between expectations and reality.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_577.jpg
"The image is funny due to the pun. ""Yes, I have a bathroom"" is visually represented on the left with a full bathroom set-up. ""But I have to pull"" is represented on the right with a door that reads ""PULL"" on it. 
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1062.jpg
"The image uses contrasting visuals and text to create humor. The left side showcases a meticulously arranged, aesthetically pleasing bathroom setup (""YES""), while the right depicts a typical public bathroom door with a ""Pull"" sign (""BUT""), highlighting the gap between idealized and real-world bathroom experiences.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1063.jpg
"The image is funny because it presents a common frustration: bathroom accessibility. The ""Yes"" side shows soap, water, and paper towels, implying hygiene. The ""But"" side displays a ""Pull"" door, humorously suggesting the futility of washing hands if you have to touch a potentially dirty handle afterward.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1064.jpg
"The image uses the setup of a bathroom sink alongside a door labeled ""PULL"" but slightly ajar. This is humorous because it implies that the user can wash their hands, but must pull the door open to leave, potentially re-contaminating their hands and undoing the washing.
",https://raw.githubusercontent.com/anonym1ous2/YesBut_selected/main/row_1065.jpg
